date	place	confirmed	deaths	recovered	suspected	serious
2020-02-07	Taiwan	16	0	1		
2020-02-07	Thailand	25	0	9		1
2020-02-07	Tianjin	81	1			28
2020-02-07	Tibet	1	0			
2020-02-07	UAE	7	0			
2020-02-07	Undisclosed	498	5			
2020-02-07	United Kingdom	3	0			
2020-02-07	United States	12	0	3		
2020-02-07	Vietnam	12	0	3		
2020-02-07	Xinjiang	39	0			7
2020-02-07	Yunnan province	136	0			15
2020-02-07	Zhejiang province	1006	0			51
2020-02-10	Australia	15	0	5		
2020-02-10	Belgium	1	0			
2020-02-10	Cambodia	1	0	1		
2020-02-10	Canada	7	0			
2020-02-10	Finland	1	0	1		
2020-02-10	France	11	0			1
2020-02-10	Germany	14	0			
2020-02-10	Hong Kong	42	1	0		
2020-02-10	Hubei province  (including Wuhan)	31728	974			5046
2020-02-10	India	3	0			
2020-02-10	Italy	3	0			2
2020-02-10	Japan	161	0	4		
2020-02-10	Macau	10	0	1		
2020-02-10	Malaysia	18	0	1		
2020-02-10	Nepal	1	0			
2020-02-10	Other regions	10910	42			979
2020-02-10	Philippines	3	1	2		
2020-02-10	Russia	2	0			
2020-02-10	Singapore	45	0	7		
2020-02-10	South Korea	28	0	4		
2020-02-10	Spain	2	0			
2020-02-10	Sri Lanka	1	0	1		
2020-02-10	Sweden	1	0			
2020-02-10	Taiwan	18	0	1		
2020-02-10	Thailand	32	0	10		1
2020-02-10	UAE	8	0	1		1
2020-02-10	United Kingdom	8	0			
2020-02-10	United States	13	0	3		
2020-02-10	Vietnam	15	0	6		
2020-02-11	Australia	15	0	5		
2020-02-11	Belgium	1	0			
2020-02-11	Cambodia	1	0	1		
2020-02-11	Canada	7	0			
2020-02-11	Finland	1	0	1		
2020-02-11	France	11	0			1
2020-02-11	Germany	16	0			
2020-02-11	Hong Kong	49	1	0		
2020-02-11	Hubei province  (including Wuhan)	33366	1068			5724
2020-02-11	India	3	0			
2020-02-11	Italy	3	0			2
2020-02-11	Japan	163	0	4		
2020-02-11	Macau	10	0	1		
2020-02-11	Malaysia	18	0	1		
2020-02-11	Nepal	1	0			
2020-02-11	Other regions	10910	42			979
2020-02-11	Philippines	3	1	2		
2020-02-11	Russia	2	0			
2020-02-11	Singapore	47	0	9		
2020-02-11	South Korea	28	0	4		
2020-02-11	Spain	2	0			
2020-02-11	Sri Lanka	1	0	1		
2020-02-11	Sweden	1	0			
2020-02-11	Taiwan	18	0	1		
2020-02-11	Thailand	33	0	10		1
2020-02-11	UAE	8	0	1		1
2020-02-11	United Kingdom	8	0			
2020-02-11	United States	13	0	3		
2020-02-11	Vietnam	15	0	6		
